Age,ca,pa,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,RCA,Colour of skin,Number of national team appearances,Goals scored for the national team,Salary
28,161,170,5,8,13,8,14,5,14,5,8,13,16,12,16,15,13,15,16,17,15,14,14,13,12,13,14,16,16,17,14,13,12,16,16,15,16,15,16,8,14,9,10,1,3,2,1,2,2,1,2,2,1,3,10,18,7,15,12,15,13,16,1,1,20,10,1,1,12,1,1,1,1,1,1,1,188,72,12,20,128950907,8050,8050,7500,161,5,58,3,231983
28,161,168,6,11,13,9,16,7,14,12,8,15,15,15,16,15,16,16,15,15,14,13,16,15,11,10,12,16,17,15,14,14,14,15,16,14,15,14,17,11,16,7,15,2,2,2,3,2,2,2,1,2,2,3,16,16,6,13,15,16,14,14,1,1,16,17,1,14,20,1,16,1,1,1,1,1,188,78,7,20,99784832,8049,7899,7499,159,13,27,0,208785
25,160,171,12,13,14,11,15,14,7,13,3,11,16,12,17,15,19,14,18,14,13,16,14,19,14,14,15,14,18,20,14,15,16,8,17,15,15,13,16,14,15,9,12,2,3,3,4,2,3,2,1,3,2,2,12,18,4,15,17,19,11,11,1,1,1,1,1,1,12,8,20,8,1,14,1,1,172,68,9,20,52249999,8000,8000,7800,162,1,39,8,178076
23,160,172,7,15,13,14,14,12,8,13,12,10,14,8,13,14,14,13,12,12,10,13,12,15,14,8,18,10,12,14,18,14,14,9,17,20,14,11,14,8,13,4,15,3,2,2,3,2,3,3,1,1,1,2,15,16,10,12,14,14,11,13,1,12,1,20,13,20,1,12,1,17,8,1,10,1,181,73,10,20,164955893,8000,8000,7900,139,8,51,8,199067
29,160,172,4,6,10,6,13,8,16,6,10,17,14,10,16,14,11,16,13,13,15,9,13,12,11,10,6,17,14,12,16,13,11,17,16,16,15,15,14,6,15,14,14,1,3,2,3,1,2,3,3,2,3,3,12,16,8,13,17,14,17,16,1,1,20,10,1,1,6,1,1,1,1,1,1,1,191,81,8,20,198946111,8000,8150,8000,159,12,86,5,405971
31,160,163,14,16,17,16,20,14,8,13,4,5,16,13,8,17,6,13,7,16,13,17,13,13,17,5,15,5,13,13,15,17,15,9,14,14,14,8,14,7,15,6,10,1,1,1,1,2,1,3,3,3,3,3,8,15,8,12,9,12,9,14,1,1,1,1,1,1,1,14,1,19,15,14,20,10,179,67,20,10,79602112,7997,7997,7747,159,12,75,26,231983
34,160,174,16,17,17,14,16,14,5,17,4,4,17,14,7,19,12,16,12,14,12,18,14,16,17,10,15,4,12,12,15,17,12,10,15,15,12,10,14,14,16,9,16,2,2,1,2,3,3,4,3,3,2,1,12,18,10,13,16,18,6,12,1,1,1,1,7,1,1,17,13,18,17,16,20,9,180,75,20,8,17897694,8000,8500,7800,158,7,122,25,147885
32,160,165,3,3,12,18,13,3,16,13,3,4,12,17,7,12,14,19,15,14,13,11,14,20,12,15,19,3,16,16,15,14,16,11,20,16,15,13,17,8,11,3,7,2,3,3,3,4,1,3,4,2,2,2,6,19,8,17,12,20,14,12,1,1,1,1,1,1,1,1,1,1,6,10,6,20,185,85,14,20,347975206,8000,8000,7750,158,3,55,15,142499
31,160,168,4,6,10,10,12,4,16,6,6,18,13,6,17,11,15,14,18,10,8,10,13,11,8,13,10,16,16,16,12,14,15,15,13,17,15,19,14,13,7,9,8,3,1,1,2,4,4,1,3,2,3,1,12,15,7,13,8,14,14,14,1,1,20,10,1,1,1,1,1,1,1,1,1,1,187,89,9,20,347975206,8000,7750,7000,157,18,61,0,347975
23,160,174,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,157,14,17,1,185587
29,160,176,10,14,16,14,18,15,14,14,4,6,19,15,11,18,12,16,10,14,10,18,12,13,18,13,14,7,15,8,12,13,16,16,15,14,16,16,14,14,13,12,10,3,4,2,3,3,3,2,4,3,3,1,17,19,14,10,14,15,14,13,1,1,1,1,1,1,14,15,20,11,15,15,1,1,191,84,13,20,91437501,8000,8800,8000,159,16,91,11,197308
23,160,174,5,7,11,10,13,8,17,11,7,17,12,13,17,12,15,15,18,15,15,11,14,17,7,16,7,15,15,16,12,11,12,16,13,16,15,16,15,12,13,12,12,3,3,2,4,1,1,2,3,2,2,3,15,16,9,13,12,15,12,13,1,1,20,10,1,1,12,1,8,1,1,1,1,1,188,91,8,20,111375005,7900,7500,7000,161,10,11,0,144230
27,160,170,12,11,15,15,14,11,11,16,6,8,13,11,9,15,11,16,12,14,11,14,12,12,15,5,17,8,12,12,16,15,16,8,13,15,12,12,12,6,14,10,16,1,1,3,2,2,2,1,2,3,3,3,14,18,12,14,12,14,14,13,1,1,1,1,10,14,1,15,10,15,18,12,20,18,176,77,16,20,78165002,7998,7998,7498,151,13,34,20,306848
28,160,177,16,15,18,15,18,17,13,17,4,4,17,16,4,19,9,16,10,12,11,17,14,13,17,11,14,4,14,12,14,18,18,7,10,12,12,12,13,5,11,16,13,1,2,3,3,3,3,3,2,3,1,3,14,14,12,9,9,11,13,15,1,1,1,1,1,1,1,1,1,1,12,20,15,20,177,79,20,10,20000000,8000,8404,7750,158,4,34,3,160192
24,160,168,9,10,12,8,12,14,15,11,10,16,13,13,15,12,15,16,16,13,12,11,13,15,10,16,12,15,14,15,15,15,15,15,18,15,16,16,13,12,13,4,12,1,1,2,3,3,3,3,2,1,4,3,15,12,6,12,15,14,12,12,1,1,20,14,1,7,10,1,1,1,1,1,1,1,186,79,8,20,128638129,8000,8250,7000,161,17,22,1,178081
21,160,172,6,12,17,9,12,6,7,9,12,11,12,10,14,14,15,12,15,12,11,12,12,17,16,7,14,11,15,16,19,14,12,10,16,19,16,12,12,7,13,7,15,1,2,1,3,1,2,3,1,2,1,1,18,19,4,14,13,14,12,11,1,20,1,1,18,8,1,15,1,10,15,1,12,10,185,77,20,10,95234402,8100,7500,7500,141,16,32,12,191781
23,160,178,14,14,16,12,17,15,9,13,7,10,16,10,8,17,7,18,10,15,12,17,16,15,16,14,16,9,17,14,14,16,15,9,13,13,15,11,11,4,12,7,13,1,1,3,2,1,3,1,1,3,1,2,13,16,6,12,14,18,13,14,1,1,1,1,1,1,13,10,18,13,10,20,14,8,178,68,20,10,272952661,7996,7996,7746,162,1,43,2,139190
29,160,162,14,12,10,10,16,13,11,13,4,12,17,12,17,16,13,15,14,14,17,15,12,16,12,14,13,14,18,16,12,12,16,10,20,12,20,12,18,9,15,7,12,1,2,2,2,2,2,3,1,2,2,2,15,15,18,17,17,11,12,16,1,1,1,1,1,1,18,5,20,10,3,14,8,1,181,68,11,20,143687500,8000,7800,7250,158,2,74,7,213653
19,159,176,9,14,17,11,18,9,7,11,6,6,17,11,9,17,11,17,11,16,15,18,16,14,18,9,13,9,13,15,14,15,13,8,16,13,16,9,15,5,13,5,15,1,1,2,1,2,3,2,2,4,2,3,12,14,3,14,13,15,15,17,1,1,1,1,1,1,1,12,20,14,15,20,16,5,174,65,10,20,96009385,7950,7950,6950,153,2,12,0,172603
22,159,180,8,10,12,6,14,6,14,13,8,15,15,10,16,14,16,17,16,15,15,15,15,16,13,11,13,15,15,16,14,14,15,14,16,14,17,16,15,7,13,5,11,4,2,3,3,1,2,2,3,1,3,1,20,15,7,13,16,15,14,13,1,1,1,1,1,1,15,1,20,1,1,1,1,1,187,81,10,20,131900410,7950,7950,5500,160,15,12,1,138081
22,159,177,11,12,17,15,16,12,12,13,4,4,17,14,7,18,14,15,11,15,13,16,16,16,19,7,18,6,12,11,13,15,13,9,14,12,12,9,12,14,15,9,8,2,1,2,1,1,3,1,2,1,4,2,15,18,13,8,17,15,10,10,1,1,1,1,1,1,1,12,10,12,18,20,15,19,178,74,15,20,95220000,7800,7800,7200,152,8,22,3,180287
24,159,167,8,15,16,13,14,12,13,15,11,12,13,15,14,13,18,13,14,12,11,12,12,16,13,13,17,11,12,13,17,14,17,12,16,18,16,13,14,16,14,6,11,1,2,1,1,1,1,3,2,1,1,3,17,15,14,10,15,14,6,9,1,20,10,1,20,1,1,15,1,1,10,1,1,1,184,81,20,8,179870630,7950,7900,7250,149,2,7,1,98653
27,159,160,14,14,14,8,15,14,5,11,8,12,14,13,14,16,12,15,13,14,14,15,16,16,14,15,16,14,15,15,17,16,13,7,14,16,15,11,16,9,14,8,13,2,2,1,1,2,4,2,3,3,2,3,12,12,6,20,15,17,14,10,1,20,1,1,19,1,1,18,1,1,15,1,1,1,172,66,20,7,50872500,7850,7850,7200,156,5,17,3,67280
27,159,166,7,10,11,7,12,6,16,8,13,15,12,10,16,12,15,15,17,16,15,11,15,15,10,13,10,16,16,16,14,12,13,13,12,13,15,15,13,14,13,15,12,1,3,4,1,3,2,1,1,4,1,2,15,15,6,16,14,14,7,9,1,1,20,13,1,1,12,1,1,1,1,1,1,1,185,77,12,20,111375005,7900,7900,7200,158,8,78,8,96153
26,159,164,4,10,10,6,13,5,16,6,8,16,12,10,17,13,17,15,18,15,16,10,14,16,8,12,10,15,16,16,13,13,16,14,16,14,16,16,14,9,16,7,10,3,1,2,3,1,1,2,3,1,1,1,9,17,7,14,15,15,16,14,1,10,20,1,1,1,7,1,1,1,1,1,1,1,183,77,20,10,57206289,7950,7950,7050,159,14,28,0,191781
33,159,170,15,13,13,16,16,16,6,15,7,6,15,15,9,16,15,15,12,16,15,14,15,18,13,13,18,10,14,15,14,12,14,8,12,13,13,9,17,4,17,19,16,1,2,1,2,2,1,2,1,3,3,2,9,16,9,18,17,17,10,10,1,1,1,1,1,1,1,13,8,10,20,20,15,15,180,71,14,20,33067483,8000,8000,7500,154,2,48,15,191780
28,159,165,14,16,12,5,15,9,10,6,13,15,14,7,15,14,17,14,15,15,14,13,15,16,11,15,14,14,16,17,16,14,14,9,17,16,18,12,16,13,15,6,6,2,1,2,2,1,1,3,1,3,2,1,15,16,8,16,15,15,10,13,1,19,1,1,20,1,1,14,1,1,12,1,1,1,178,64,20,4,200948518,8050,8050,7000,158,1,59,3,185587
25,158,167,14,12,15,15,14,13,12,12,12,13,15,19,12,16,13,14,13,14,14,16,14,16,14,17,15,13,14,16,13,14,14,13,14,13,14,14,14,7,14,5,17,3,2,2,1,2,2,2,1,4,1,3,12,14,8,20,13,18,16,13,1,1,1,1,1,1,1,1,11,1,20,17,17,15,180,77,20,10,70125008,7900,7900,6400,153,1,21,6,43121
25,158,165,8,11,14,9,16,13,12,13,7,14,16,13,17,16,13,15,14,15,15,10,14,14,14,11,12,16,15,16,16,14,13,12,14,14,16,15,13,9,13,7,15,2,2,1,1,2,3,2,2,4,2,3,15,14,4,12,13,14,13,14,1,1,1,1,1,12,17,1,20,1,1,1,1,1,182,78,8,20,206180525,7900,7900,6250,156,15,26,3,104393
22,158,176,6,7,11,8,13,10,16,10,5,15,14,8,16,14,16,14,17,15,13,12,14,16,10,17,8,15,15,15,12,12,15,16,13,13,15,18,14,9,14,7,12,1,2,3,1,2,1,1,1,1,2,1,15,15,3,14,15,19,15,12,1,7,20,9,1,1,12,1,8,1,1,1,1,5,189,89,11,20,131681715,8000,8000,8000,157,1,37,2,306848
37,158,196,10,11,11,19,15,10,19,15,5,3,13,19,2,15,6,18,12,15,14,11,12,20,17,18,17,2,5,7,12,10,13,17,16,13,13,15,13,12,16,8,9,3,3,1,1,2,2,1,3,4,2,3,19,20,14,13,19,20,7,7,1,1,1,1,1,1,1,1,1,1,13,10,12,20,187,84,15,20,17282189,8000,8912,7538,155,6,189,117,556760
34,158,159,5,8,11,10,13,6,15,6,11,18,13,10,16,12,17,18,20,14,15,12,13,18,6,19,13,14,18,18,10,13,16,13,16,10,15,15,15,16,14,3,9,2,3,1,3,2,3,1,2,2,1,2,16,18,12,7,19,15,14,12,1,1,20,13,1,1,7,1,1,1,1,1,1,1,183,81,12,20,3420019,7750,7550,7000,157,6,91,4,38174
28,158,161,14,14,15,15,16,14,11,14,2,3,15,14,3,16,9,13,13,14,10,14,13,15,17,15,15,5,12,11,16,14,14,10,16,16,14,14,12,7,15,3,16,1,2,2,1,2,4,2,2,1,2,2,15,17,12,13,15,15,13,10,1,1,1,1,1,1,1,13,1,1,18,19,13,20,176,78,12,20,47682226,7898,7698,7248,150,13,79,42,184911
35,158,167,3,3,3,1,10,1,9,1,1,2,10,2,3,8,11,15,15,13,17,8,15,16,8,12,1,14,15,15,12,17,14,12,17,13,14,13,15,4,17,9,1,10,15,14,4,12,14,16,17,12,16,15,14,15,3,16,15,18,16,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,80,8,20,11935211,7891,7891,7491,157,10,107,0,230137
24,158,163,14,13,14,14,14,14,6,13,7,7,16,11,7,15,14,15,12,16,15,15,16,11,15,6,15,7,16,15,15,15,13,9,14,15,16,11,15,11,13,4,18,3,3,2,3,2,1,2,1,2,2,2,8,12,8,12,10,13,14,14,1,1,1,1,1,10,1,15,17,15,16,20,17,14,175,73,12,20,65000001,7850,6981,6718,157,13,6,0,143836
25,158,165,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,12,14,14,11,12,11,15,14,16,15,14,15,13,14,16,17,13,13,5,10,4,10,4,2,2,3,1,1,1,2,2,2,2,13,17,7,13,12,15,12,15,1,20,10,1,17,1,1,10,1,1,10,1,1,1,178,77,20,12,176883481,7894,7844,6244,157,2,17,1,220384
25,158,166,7,12,16,15,14,10,15,12,4,8,13,11,8,15,14,14,12,14,13,13,14,17,16,5,15,9,14,14,16,16,13,11,14,15,13,11,14,12,14,8,12,2,2,3,3,1,3,3,3,1,3,1,14,16,11,12,15,15,11,12,1,1,1,1,1,1,1,1,1,1,20,14,18,19,178,73,14,20,87689752,7900,8250,6750,152,5,27,9,162388
39,158,165,6,8,10,8,11,8,15,8,8,18,12,8,14,11,17,16,18,11,15,9,15,17,8,17,12,16,15,13,12,13,13,16,13,14,15,13,16,19,18,14,8,3,2,3,1,1,1,2,1,4,3,2,16,18,6,13,17,20,3,7,1,1,20,1,1,1,13,1,1,1,1,1,1,1,188,79,10,20,3984549,7900,8350,7000,157,6,128,7,57533
23,157,171,4,8,13,15,14,7,14,12,4,4,12,14,8,14,15,14,14,14,13,11,13,14,13,10,19,5,12,13,17,15,14,15,14,19,12,16,14,13,14,12,10,2,1,1,2,2,2,1,3,2,1,3,14,16,12,10,14,14,11,10,1,1,1,1,1,1,1,1,1,1,10,1,10,20,185,78,9,20,96427502,7850,7500,7250,154,16,23,15,110961
33,157,160,15,15,14,11,15,14,9,12,9,6,17,17,4,15,18,15,15,14,14,17,14,18,16,19,14,6,14,18,13,12,14,9,18,13,14,13,14,15,15,2,13,1,3,3,3,1,2,2,1,2,1,1,14,16,5,13,16,19,9,9,1,1,1,1,4,4,3,14,14,14,20,18,18,19,181,76,20,11,347975206,8000,8000,6750,148,4,88,18,85000
30,157,158,4,7,15,5,15,5,16,3,8,15,15,5,15,14,15,15,14,15,16,12,15,14,11,8,11,17,15,15,14,14,12,16,13,14,15,14,16,8,14,11,5,1,2,3,1,1,3,2,2,2,2,2,16,13,5,17,14,15,10,15,1,1,20,1,1,1,12,1,8,1,1,1,1,1,195,90,8,20,113213483,7900,7850,6750,157,13,27,1,162388
31,157,160,14,13,16,14,17,14,8,14,10,7,17,13,8,17,7,16,11,15,14,17,15,12,16,14,16,10,15,14,15,15,15,8,12,13,13,12,15,6,15,12,13,2,3,3,2,1,1,3,1,2,3,3,11,13,7,14,12,17,16,14,1,1,1,1,1,1,12,1,19,1,14,20,13,5,180,64,20,8,347975206,7600,7600,6700,159,5,10,1,31256
30,157,162,15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,16,15,15,16,10,14,15,15,17,16,13,12,15,9,14,13,15,12,16,10,13,6,18,3,3,2,3,2,1,1,2,1,1,3,10,15,6,17,12,16,11,12,1,1,1,1,1,1,20,15,20,15,10,14,8,1,178,73,14,20,134021250,7850,7850,7300,158,6,66,0,306644
25,157,167,7,8,11,6,14,5,16,7,7,16,14,8,16,14,13,15,14,12,15,11,14,13,5,11,6,16,14,15,15,11,6,17,14,15,16,16,13,6,12,7,14,1,1,1,2,3,2,2,2,1,2,2,17,16,4,17,10,14,14,13,1,1,20,1,1,1,14,1,10,1,1,1,1,1,191,80,20,9,60000001,7850,7850,6500,155,2,19,1,56871
34,157,171,8,11,12,8,16,8,11,9,8,15,17,10,15,16,12,19,12,18,18,16,18,16,9,13,10,17,19,15,10,10,11,14,15,11,12,11,16,13,14,5,13,1,1,3,3,1,2,3,1,3,2,3,15,14,7,18,14,14,6,9,1,1,8,1,1,1,20,1,18,1,1,1,1,1,189,76,12,20,22162801,7850,7850,7500,156,6,137,2,230768
25,156,164,5,7,12,12,13,6,9,11,8,15,14,18,15,12,16,14,16,14,14,12,14,17,8,14,13,15,19,17,13,13,17,10,17,15,18,19,16,13,15,7,11,1,2,3,1,2,3,2,2,1,3,4,18,17,6,12,14,13,11,8,1,1,8,1,1,1,18,1,20,1,1,12,1,1,183,89,9,20,105806260,7800,7250,6700,152,18,56,6,230768
27,156,160,5,13,13,7,14,5,9,11,13,13,12,7,12,13,14,15,17,13,12,11,11,15,13,6,13,13,15,17,17,15,16,11,15,16,16,16,13,8,13,7,15,1,1,3,3,1,1,1,2,1,3,1,12,16,9,12,12,14,10,12,1,20,12,12,19,9,1,1,1,1,1,1,1,1,180,73,20,14,51637502,7800,7500,7250,149,16,7,0,178081
25,156,162,10,13,14,13,12,12,8,15,12,7,13,13,7,14,12,13,13,11,12,12,11,13,15,7,14,12,11,13,16,15,13,10,15,16,15,12,12,8,10,10,11,3,2,3,3,1,1,2,3,2,2,1,13,13,7,15,9,13,17,13,1,1,1,1,1,1,1,19,1,17,20,18,18,18,179,68,10,20,82934091,7800,7500,5750,142,6,32,7,104393
27,156,162,13,15,16,13,16,10,8,11,9,5,15,11,6,17,10,15,11,13,13,15,14,13,18,10,17,8,11,13,14,16,14,6,16,14,12,10,15,13,12,8,11,3,1,1,1,3,2,2,1,1,1,1,13,14,10,15,14,14,14,11,1,1,1,1,1,1,1,13,1,18,15,18,20,18,172,67,12,20,44000003,7700,7600,7150,147,8,20,3,96153
27,156,162,4,10,9,8,11,6,17,7,8,13,11,7,15,10,15,13,14,11,12,8,14,16,7,13,8,14,13,15,18,11,19,18,14,15,14,20,15,13,15,9,8,2,3,3,2,1,2,2,1,1,1,2,8,17,5,13,14,17,15,13,1,1,20,15,1,10,14,1,1,1,1,1,1,1,190,96,7,20,68398007,7800,7500,6500,152,17,11,1,115992
22,156,172,14,12,13,10,15,15,9,13,11,13,15,11,14,15,14,16,16,14,15,14,14,16,12,14,14,14,16,16,13,14,15,10,14,14,14,12,16,15,13,6,10,2,1,3,2,2,2,2,2,2,1,1,9,16,3,14,14,15,15,17,1,1,1,1,1,1,19,1,20,1,1,14,1,1,181,79,12,20,126967514,7800,7800,6900,155,2,11,0,89038
31,156,185,12,13,18,15,17,13,7,11,5,3,16,19,4,18,8,13,12,16,13,16,15,15,18,6,15,7,8,11,14,15,17,8,12,13,13,11,11,8,15,17,10,3,3,1,3,3,2,3,1,1,2,3,15,10,9,14,15,12,17,14,1,1,1,1,1,1,1,13,12,11,20,19,16,10,173,76,16,20,30749806,7800,7800,7550,153,5,120,33,445204
24,156,167,10,14,15,13,14,6,9,13,4,6,13,10,5,14,17,12,13,15,10,13,10,18,15,13,15,7,11,16,16,15,13,8,16,17,14,13,16,14,15,11,18,2,3,1,4,3,1,2,1,2,3,2,13,15,11,11,17,17,8,9,1,1,1,1,12,12,1,19,1,18,20,12,20,14,175,70,15,20,99000004,7800,7800,6850,150,2,37,4,178076
25,156,160,12,12,13,10,13,13,12,12,9,11,13,9,12,14,13,15,15,16,14,14,14,18,13,9,15,11,16,16,13,13,14,10,13,14,15,10,14,11,14,8,18,3,3,2,3,3,3,4,3,2,1,2,18,15,3,13,14,13,13,13,1,20,1,8,19,8,15,15,16,16,15,16,16,7,175,61,20,12,219941228,7800,7800,6750,140,4,52,8,139190
33,156,159,11,13,12,15,15,12,16,12,9,12,13,14,12,14,14,15,11,13,13,13,13,14,12,11,17,13,10,14,15,14,13,14,17,15,15,12,14,8,19,6,18,2,3,1,3,2,1,1,1,1,3,3,15,17,13,9,18,12,8,10,1,12,1,1,20,1,1,15,1,10,17,10,13,12,186,80,16,20,347975206,7800,8200,7000,153,2,113,32,208785
27,156,156,4,8,11,6,13,9,13,11,12,15,13,8,16,12,13,15,16,16,16,13,13,14,9,10,9,13,14,13,14,13,13,15,13,16,14,17,11,8,14,12,7,1,3,1,3,2,1,3,3,2,3,3,12,16,6,11,13,17,14,12,1,1,20,12,1,8,1,1,1,1,1,1,1,1,187,91,15,20,48855719,7800,7500,6250,156,12,41,0,104393
28,155,162,10,11,12,6,15,8,11,10,4,14,14,4,18,12,12,16,12,14,14,13,15,16,12,11,13,18,17,16,12,13,15,10,13,11,13,12,16,10,10,7,12,1,2,2,2,1,2,3,4,3,2,1,14,13,5,10,13,15,14,12,1,1,10,1,1,1,20,1,20,10,1,1,1,1,185,80,12,20,23388425,7250,7250,6050,148,9,24,1,31008
34,155,161,14,16,17,12,18,13,5,17,3,3,16,14,5,17,12,15,14,12,12,17,15,17,17,14,13,4,14,11,15,17,14,5,15,13,12,7,14,6,14,9,15,3,1,3,1,3,1,3,3,3,1,1,16,16,9,11,14,18,16,15,1,1,1,1,1,1,1,10,15,1,15,20,12,15,167,68,13,20,347975206,7500,7750,7500,152,2,14,3,71154
33,155,159,12,14,13,13,16,17,8,16,8,9,18,18,13,15,11,16,12,16,12,17,15,15,13,15,13,14,15,16,10,11,12,10,15,11,13,12,14,13,14,10,10,4,2,1,3,1,1,1,2,3,1,1,10,12,14,12,16,16,13,13,1,1,1,1,1,1,18,10,20,8,1,16,1,1,182,74,14,20,347975206,7750,7750,6000,154,6,4,0,53118
26,155,165,5,10,11,9,14,5,15,8,12,15,14,9,14,13,7,17,8,16,16,10,17,11,7,9,10,16,15,13,12,14,12,14,14,15,13,10,15,6,15,4,15,1,1,2,4,2,1,1,2,2,2,3,16,15,5,10,14,13,16,18,1,1,20,14,1,10,16,1,16,1,1,1,1,1,188,78,10,20,42075000,7750,8200,6250,151,4,56,2,230768
26,155,160,4,12,12,7,12,9,14,7,12,16,14,7,17,13,17,15,19,14,15,12,14,19,10,12,12,16,15,18,14,13,15,13,13,15,15,13,14,12,15,11,14,1,1,3,3,2,3,1,3,3,3,3,12,17,18,12,15,12,10,8,1,18,20,10,14,1,1,1,1,1,1,1,1,1,184,79,20,7,55282496,7750,7650,7250,156,5,32,0,249315
31,155,158,4,6,10,11,11,6,17,5,5,18,13,10,15,11,16,14,18,12,15,10,14,18,5,19,13,18,14,14,10,9,16,16,16,11,14,18,18,13,16,10,5,1,1,1,4,2,1,4,3,3,2,3,13,11,5,16,14,16,14,12,1,1,20,1,1,1,1,1,1,1,1,1,1,10,196,92,8,20,347975206,7750,7100,6750,154,6,47,1,36205
29,155,158,11,11,16,11,15,11,5,12,5,6,14,12,9,15,13,13,11,10,11,15,12,13,19,10,17,7,9,11,18,18,15,5,16,17,13,6,12,6,15,7,10,1,3,2,2,2,1,2,2,2,1,3,8,7,10,14,12,14,9,14,1,1,1,1,1,1,1,14,12,12,20,20,18,14,172,62,11,20,29699999,7750,7500,6150,144,4,25,0,32142
25,155,163,13,15,13,13,14,12,12,15,9,10,15,16,10,14,13,15,12,13,13,14,14,15,14,15,14,12,13,14,14,13,13,10,14,14,14,13,14,11,14,8,15,2,3,3,1,2,3,2,1,3,3,2,12,14,4,18,14,16,13,12,1,1,1,1,1,16,16,14,20,20,13,19,19,1,180,76,10,20,40747461,7750,7750,6250,145,1,9,3,108102
30,155,175,8,12,14,11,17,8,12,10,7,13,13,12,12,18,13,15,11,17,13,16,13,13,16,8,15,13,18,16,13,15,17,10,17,13,16,14,13,7,14,8,11,3,2,1,2,3,2,1,1,2,3,1,16,14,6,16,15,15,13,16,1,1,1,1,1,1,1,1,1,1,16,18,16,20,181,76,8,20,45779196,7850,8150,7500,147,10,55,17,208785
27,155,163,9,11,12,12,12,8,13,11,7,11,15,11,15,14,13,15,13,15,14,14,14,16,9,12,13,12,16,16,13,11,11,10,18,14,16,15,15,14,13,7,19,3,3,1,3,2,3,1,1,3,3,1,12,15,5,16,16,18,13,12,1,1,12,13,1,18,19,1,20,19,1,18,13,14,184,73,10,20,99928133,7750,7750,7150,142,6,16,0,153846
35,155,173,7,7,12,11,15,7,16,8,7,15,16,13,15,16,12,15,14,17,14,15,17,14,10,17,8,18,15,15,10,8,9,16,15,11,13,14,14,11,16,8,9,1,1,1,1,3,1,1,1,2,2,1,16,16,16,19,18,14,10,11,1,1,20,1,1,1,10,1,1,1,1,1,1,1,194,85,10,20,4207502,7750,7750,7600,154,1,102,5,119999
19,155,180,7,8,18,13,16,6,9,13,6,11,14,12,12,18,12,14,12,13,12,15,13,16,18,6,14,11,15,15,15,17,15,10,16,15,12,9,16,6,17,4,16,2,1,1,1,2,2,2,3,3,1,2,18,19,4,14,17,17,16,18,1,1,1,1,1,1,10,12,17,12,18,20,15,12,183,70,12,20,88884003,8098,8098,7598,153,10,15,1,105478
26,155,162,16,16,14,12,17,16,9,12,4,11,14,12,11,16,13,15,14,12,11,16,12,15,16,13,16,11,18,16,13,15,11,10,15,12,15,10,16,13,13,12,14,1,1,1,1,3,1,1,1,3,1,1,9,15,8,20,16,18,13,12,1,1,1,1,1,1,17,1,20,1,10,20,1,1,186,77,14,20,140095310,7750,7500,6750,151,4,23,5,142499
27,155,164,8,12,16,11,15,10,7,11,6,12,15,9,13,16,13,17,12,15,14,15,14,14,15,7,16,14,16,15,15,16,17,8,12,14,17,11,14,10,14,14,11,2,3,3,3,3,3,2,2,1,2,3,14,16,12,10,13,13,10,13,1,1,1,1,1,1,18,14,20,14,1,14,1,1,172,64,9,20,37465328,7750,7750,6750,156,16,50,11,150789
26,155,161,8,12,13,13,17,9,11,14,9,11,17,10,15,16,11,14,12,14,12,15,17,13,15,10,14,14,16,13,12,12,16,14,15,11,14,12,15,5,12,5,14,3,3,3,3,2,2,1,2,2,1,2,15,15,8,12,13,15,14,11,1,1,1,1,1,1,18,12,20,12,10,17,10,1,189,73,20,9,42911950,7800,7600,6900,150,2,15,1,53364
28,155,159,14,14,13,14,17,12,7,15,4,7,17,14,7,16,10,15,11,12,9,16,14,11,15,10,14,10,15,12,13,14,12,9,16,14,14,10,14,7,11,6,15,2,3,2,3,3,1,2,3,1,2,2,13,13,13,14,13,15,14,12,1,1,1,1,1,1,14,13,20,12,11,20,10,1,180,69,17,20,50943751,7750,7700,6750,149,2,72,9,124615
